dose,dose_role,representation,candidate,seed,proxy_variable,proxy_provenance,association_model,n_rows,n_log_clusters,n_classes,grouped_balanced_accuracy,grouped_majority_baseline_balanced_accuracy,execution_status,formal_hypothesis_status,interpretation,evidence_level
dose100,PRIMARY,B_seed3409,B,3409,traffic_density,DERIVED_DESCRIPTIVE_TERTILE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,3,0.4990503323836657,0.23789173789173787,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,C_seed3407,C,3407,traffic_density,DERIVED_DESCRIPTIVE_TERTILE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,3,0.43779677113010446,0.23789173789173787,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,C_seed3408,C,3408,traffic_density,DERIVED_DESCRIPTIVE_TERTILE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,3,0.4368471035137702,0.23789173789173787,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,C_seed3409,C,3409,traffic_density,DERIVED_DESCRIPTIVE_TERTILE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,3,0.4876543209876543,0.23789173789173787,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,old64,old64,NOT_APPLICABLE,lane_change_direction,FROZEN_SOURCE_LEDGER,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,2,0.8923076923076924,0.5,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,A_seed3407,A,3407,lane_change_direction,FROZEN_SOURCE_LEDGER,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,2,0.858974358974359,0.5,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,A_seed3408,A,3408,lane_change_direction,FROZEN_SOURCE_LEDGER,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,2,0.8512820512820513,0.5,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,A_seed3409,A,3409,lane_change_direction,FROZEN_SOURCE_LEDGER,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,2,0.8025641025641026,0.5,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,B_seed3407,B,3407,lane_change_direction,FROZEN_SOURCE_LEDGER,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,2,0.7102564102564103,0.5,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,B_seed3408,B,3408,lane_change_direction,FROZEN_SOURCE_LEDGER,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,2,0.7769230769230769,0.5,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,B_seed3409,B,3409,lane_change_direction,FROZEN_SOURCE_LEDGER,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,2,0.7846153846153846,0.5,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,C_seed3407,C,3407,lane_change_direction,FROZEN_SOURCE_LEDGER,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,2,0.6615384615384616,0.5,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,C_seed3408,C,3408,lane_change_direction,FROZEN_SOURCE_LEDGER,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,2,0.6025641025641025,0.5,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,C_seed3409,C,3409,lane_change_direction,FROZEN_SOURCE_LEDGER,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,2,0.6205128205128205,0.5,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,old64,old64,NOT_APPLICABLE,neighbor_availability_pattern,PRETREATMENT_ANCHOR_DERIVED_DESCRIPTIVE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,9,0.23809523809523808,0.1111111111111111,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,A_seed3407,A,3407,neighbor_availability_pattern,PRETREATMENT_ANCHOR_DERIVED_DESCRIPTIVE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,9,0.16772486772486772,0.1111111111111111,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,A_seed3408,A,3408,neighbor_availability_pattern,PRETREATMENT_ANCHOR_DERIVED_DESCRIPTIVE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,9,0.2208994708994709,0.1111111111111111,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,A_seed3409,A,3409,neighbor_availability_pattern,PRETREATMENT_ANCHOR_DERIVED_DESCRIPTIVE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,9,0.13650793650793652,0.1111111111111111,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,B_seed3407,B,3407,neighbor_availability_pattern,PRETREATMENT_ANCHOR_DERIVED_DESCRIPTIVE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,9,0.22989417989417987,0.1111111111111111,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,B_seed3408,B,3408,neighbor_availability_pattern,PRETREATMENT_ANCHOR_DERIVED_DESCRIPTIVE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,9,0.15846560846560845,0.1111111111111111,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,B_seed3409,B,3409,neighbor_availability_pattern,PRETREATMENT_ANCHOR_DERIVED_DESCRIPTIVE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,9,0.16402116402116404,0.1111111111111111,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,C_seed3407,C,3407,neighbor_availability_pattern,PRETREATMENT_ANCHOR_DERIVED_DESCRIPTIVE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,9,0.24761904761904763,0.1111111111111111,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,C_seed3408,C,3408,neighbor_availability_pattern,PRETREATMENT_ANCHOR_DERIVED_DESCRIPTIVE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,9,0.16058201058201058,0.1111111111111111,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,C_seed3409,C,3409,neighbor_availability_pattern,PRETREATMENT_ANCHOR_DERIVED_DESCRIPTIVE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,9,0.24761904761904763,0.1111111111111111,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
